006208 富邦台50--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/08,2891,中信金,"58,934",1.44,"1,924,179",0.3,-8.0283,TW0002891009
2024/08,3711,日月光投控,"10,891",1.25,"1,671,704",0.25,2.3334,TW0003711008
2024/08,M2300,電子工業,,71.24,"95,223,105",,1.1137,
2024/08,M2800,金融業(合計),,4.57,"6,106,977",,-1.1415,
2024/08,MTSE,國內上市,,75.81,"101,330,082",,0.3097,
2024/08,TT99,基金總規模,,,"133,658,059",,,
2024/07,2303,聯電,"34,045",1.43,"1,715,863",0.27,-4.3642,TW0002303005
2024/07,2308,台達電,"6,259",2.17,"2,594,182",0.24,6.9679,TW0002308004
2024/07,2317,鴻海,"34,568",5.71,"6,844,400",0.25,-5.0335,TW0002317005
2024/07,2330,台積電,"69,701",54.34,"65,100,794",0.27,-3.3125,TW0002330008
2024/07,2382,廣達,"7,691",1.75,"2,095,880",0.2,-12.6603,TW0002382009
2024/07,2454,聯發科,"4,290",4.37,"5,233,851",0.27,-10.9302,TW0002454006
2024/07,2881,富邦金,"22,428",1.65,"1,978,171",0.17,14.4526,TW0002881000
2024/07,2882,國泰金,"26,665",1.39,"1,663,908",0.18,9.4035,TW0002882008
2024/07,2891,中信金,"52,899",1.57,"1,877,897",0.27,-1.7243,TW0002891009
2024/07,3711,日月光投控,"9,776",1.22,"1,466,337",0.22,-8.1642,TW0003711008
2024/07,M2300,電子工業,,71,"85,051,306",,-5.3369,
2024/07,M2800,金融業(合計),,4.61,"5,519,976",,3.2236,
2024/07,MTSE,國內上市,,75.6,"90,571,282",,-3.6162,
2024/07,TT99,基金總規模,,,"119,798,849",,,
2024/06,1101,台泥,"16,935",0.53,"579,179",0.22,3.6362,TW0001101004
2024/06,1216,統一,"12,232",0.91,"994,440",0.22,1.625,TW0001216000
2024/06,1301,台塑,"9,503",0.5,"546,395",0.15,-11.9449,TW0001301000
2024/06,1303,南亞,"13,300",0.6,"655,674",0.17,-7.331,TW0001303006
2024/06,1326,台化,"8,673",0.4,"437,116",0.15,-4.7258,TW0001326007
2024/06,1590,亞德客-KY,343,0.31,"338,765",0.17,-3.1372,KYG014081064
2024/06,2002,中鋼,"30,276",0.64,"699,386",0.19,-2.7368,TW0002002003
2024/06,2207,和泰車,826,0.47,"513,612",0.15,4.4688,TW0002207008
2024/06,2301,光寶科,"5,361",0.52,"568,251",0.23,-1.3953,TW0002301009
2024/06,2303,聯電,"30,017",1.53,"1,671,970",0.24,1.2727,TW0002303005
2024/06,2308,台達電,"5,499",1.95,"2,130,942",0.21,21.4338,TW0002308004
2024/06,2317,鴻海,"30,384",5.95,"6,502,105",0.22,24.4188,TW0002317005
2024/06,2327,國巨,988,0.66,"721,242",0.23,13.2399,TW0002327004
2024/06,2330,台積電,"61,314",54.2,"59,229,257",0.24,18.1093,TW0002330008
2024/06,2345,智邦,"1,359",0.69,"754,026",0.24,10.1193,TW0002345006
2024/06,2357,華碩,"1,799",0.82,"896,088",0.24,-2.9239,TW0002357001
2024/06,2379,瑞昱,"1,221",0.61,"666,602",0.24,0.5525,TW0002379005
2024/06,2382,廣達,"6,760",1.93,"2,109,086",0.18,13.8686,TW0002382009
2024/06,2395,研華,"1,152",0.39,"426,188",0.13,4.8159,TW0002395001
2024/06,2408,南亞科,"2,979",0.19,"207,630",0.1,8.062,TW0002408002
2024/06,2412,中華電,"9,665",1.11,"1,212,998",0.12,-1.953,TW0002412004
2024/06,2454,聯發科,"3,770",4.83,"5,278,179",0.24,13.3602,TW0002454006
2024/06,2603,長榮,"2,605",0.46,"502,684",0.12,-3.6162,TW0002603008
2024/06,2880,華南金,"26,078",0.63,"688,458",0.19,5.6,TW0002880002
2024/06,2881,富邦金,"19,706",1.43,"1,562,691",0.15,8.0382,TW0002881000
