0056 元大高股息--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/09,3044,健鼎,"25,566",1.57,"5,023,755",4.86,-4.8429,TW0003044004
2024/09,3231,緯創,"72,551",2.29,"7,327,643",2.5,-0.4925,TW0003231007
2024/09,3532,台勝科,"7,447",0.32,"1,023,950",1.92,-7.4072,TW0003532008
2024/09,3702,大聯大,"80,636",1.89,"6,047,705",4.8,-7.6354,TW0003702007
2024/09,3711,日月光投控,"53,401",2.52,"8,063,607",1.21,-1.6285,TW0003711008
2024/09,4938,和碩,"89,782",2.89,"9,247,550",3.37,0.4877,TW0004938006
2024/09,4958,臻鼎-KY,"45,390",1.61,"5,151,749",4.74,-16.2361,KYG989221000
2024/09,5522,遠雄,"33,425",0.75,"2,399,883",4.28,-11.4672,TW0005522007
2024/09,5871,中租-KY,"40,316",2.06,"6,591,679",2.4,12.5522,KYG202881093
2024/09,6176,瑞儀,"21,881",1.33,"4,255,793",4.71,-1.5189,TW0006176001
2024/09,6239,力成,"36,436",1.56,"4,991,757",4.8,-5.8417,TW0006239007
2024/09,6285,啟碁,"25,102",0.91,"2,911,858",5.17,-4.918,TW0006285000
2024/09,9917,中保科,"21,332",0.92,"2,943,857",4.73,-6.4407,TW0009917005
2024/09,9941,裕融,"14,622",0.69,"2,207,892",2.67,4.8613,TW0009941005
2024/09,M1100,水泥工業,,2.54,"8,127,604",,3.2959,
2024/09,M1300,塑膠工業,,1.82,"5,823,716",,1.7242,
2024/09,M1400,紡織纖維,,4.38,"14,015,317",,0.6657,
2024/09,M1600,電器電纜,,1.96,"6,271,695",,-1.3796,
2024/09,M2000,鋼鐵工業,,1.99,"6,367,690",,1.8706,
2024/09,M2100,橡膠工業,,2.52,"8,063,607",,0.6388,
2024/09,M2200,汽車工業,,1.01,"3,231,843",,5.3341,
2024/09,M2300,電子工業,,62.38,"199,606,278",,-0.7938,
2024/09,M2500,建材營造,,0.75,"2,399,883",,-11.234,
2024/09,M2800,金融業(合計),,13.43,"42,973,907",,1.4469,
2024/09,M2900,貿易百貨,,1.1,"3,519,829",,1.5879,
2024/09,M9900,其他,,3.67,"11,743,428",,1.0401,
2024/09,MTSE,國內上市,,97.55,"312,144,797",,-0.1954,
2024/09,TT99,基金總規模,,,"319,984,415",,,
2024/08,1102,亞泥,"188,578",2.69,"8,504,880",5.32,8.8057,TW0001102002
2024/08,1402,遠東新,"248,265",2.85,"8,999,594",4.64,6.6177,TW0001402006
2024/08,2303,聯電,"180,642",3.17,"10,025,647",1.44,10.1187,TW0002303005
2024/08,2357,華碩,"17,111",2.91,"9,188,402",2.3,17.7633,TW0002357001
2024/08,2379,瑞昱,"16,870",2.86,"9,025,666",3.29,4.4922,TW0002379005
2024/08,2454,聯發科,"7,052",2.77,"8,745,094",0.44,1.6395,TW0002454006
2024/08,2474,可成,"35,572",2.66,"8,394,888",5.23,10.7979,TW0002474004
2024/08,2886,兆豐金,"257,975",3.18,"10,048,112",1.74,-3.5832,TW0002886009
2024/08,2890,永豐金,"377,524",2.87,"9,060,574",2.98,-4.7627,TW0002890001
2024/08,3034,聯詠,"17,783",3.04,"9,602,965",2.92,3.2503,TW0003034005
2024/08,M1100,水泥工業,,2.69,"8,504,880",,-0.4505,
2024/08,M1400,紡織纖維,,2.85,"8,999,594",,-1.5568,
