00690 兆豐臺灣藍籌30--201502-202502,,,,,,,,
,,,,,,,,
年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2024/06,2454,聯發科,204,15.27,"284,957",0.01,13.3602,TW0002454006
2024/06,2474,可成,84,1.05,"19,594",0.01,3.3407,TW0002474004
2024/06,2603,長榮,263,2.72,"50,759",0.01,-3.6162,TW0002603008
2024/06,2881,富邦金,"1,268",5.39,"100,584",0.01,8.0382,TW0002881000
2024/06,3008,大立光,13,1.89,"35,270",0.01,20.6596,TW0003008009
2024/06,3034,聯詠,77,2.51,"46,840",0.01,2.1921,TW0003034005
2024/06,3037,欣興,173,1.67,"31,164",0.01,-1.3698,TW0003037008
2024/06,3443,創意,12,1.01,"18,848",0.01,11.2932,TW0003443008
2024/06,3533,嘉澤,13,1.11,"20,714",0.01,1.5576,TW0003533006
2024/06,3653,健策,14,0.89,"16,609",0.01,15.9419,TW0003653002
2024/06,3661,世芯-KY,10,1.32,"24,633",0.01,-14.4597,KYG022421088
2024/06,4904,遠傳,326,1.47,"27,432",0.01,0.7187,TW0004904008
2024/06,5269,祥碩,5,0.56,"10,450",0.01,12.0001,TW0005269005
2024/06,5871,中租-KY,197,1.62,"30,231",0.01,0.9867,KYG202881093
2024/06,5876,上海商銀,612,1.51,"28,178",0.01,-0.0001,TW0005876007
2024/06,6239,力成,94,0.95,"17,728",0.01,5.618,TW0006239007
2024/06,6409,旭隼,10,0.98,"18,288",0.01,13.5692,TW0006409006
2024/06,M1100,水泥工業,,0.81,"15,116",,3.9127,
2024/06,M1200,食品工業,,0.53,"9,890",,1.6986,
2024/06,M1400,紡織纖維,,0.71,"13,249",,3.8768,
2024/06,M1500,電機機械,,0.97,"18,101",,9.3718,
2024/06,M2300,電子工業,,83.92,"1,566,053",,12.1206,
2024/06,M2600,航運業,,2.72,"50,759",,0.8959,
2024/06,M2800,金融業(合計),,6.9,"128,763",,4.3641,
2024/06,M9900,其他,,1.62,"30,231",,1.3954,
2024/06,MTSE,國內上市,,98.18,"1,832,162",,8.7752,
2024/06,TT99,基金總規模,,,"1,866,126",,,
2024/05,2303,聯電,"1,684",5.13,"92,621",0.01,8.4813,TW0002303005
2024/05,2308,台達電,304,5.48,"98,828",0.01,1.4041,TW0002308004
2024/05,2327,國巨,56,2.04,"36,875",0.01,5.9202,TW0002327004
2024/05,2330,台積電,635,28.88,"521,085",0,3.9242,TW0002330008
2024/05,2379,瑞昱,68,2.05,"37,029",0.01,4.8264,TW0002379005
2024/05,2412,中華電,729,5.17,"93,281",0.01,3.2257,TW0002412004
2024/05,2454,聯發科,217,14.87,"268,388",0.01,24.496,TW0002454006
2024/05,2603,長榮,281,3.28,"59,143",0.01,11.0823,TW0002603008
2024/05,2881,富邦金,"1,354",5.51,"99,408",0.01,6.2229,TW0002881000
2024/05,3034,聯詠,83,2.72,"49,022",0.01,-4.0455,TW0003034005
2024/05,M2300,電子工業,,66.34,"1,197,129",,4.9547,
2024/05,M2600,航運業,,3.28,"59,143",,14.6994,
2024/05,M2800,金融業(合計),,5.51,"99,408",,3.7046,
2024/05,MTSE,國內上市,,75.13,"1,355,680",,3.8128,
2024/05,TT99,基金總規模,,,"1,804,409",,,
2024/04,1301,台塑,620,2.94,"42,469",0.01,-0.5805,TW0001301000
2024/04,1303,南亞,642,2.52,"36,408",0.01,1.2502,TW0001303006
2024/04,2308,台達電,247,5.47,"79,128",0.01,-6.0118,TW0002308004
2024/04,2330,台積電,601,32.82,"474,640",0,1.4123,TW0002330008
2024/04,2412,中華電,592,5.07,"73,368",0.01,-1.5874,TW0002412004
2024/04,2454,聯發科,176,12.07,"174,604",0.01,-16.9876,TW0002454006
2024/04,2881,富邦金,"1,084",5.18,"74,927",0.01,-0.8611,TW0002881000
2024/04,2882,國泰金,"1,119",3.91,"56,503",0.01,3.8024,TW0002882008
2024/04,3034,聯詠,66,2.84,"41,039",0.01,2.3177,TW0003034005
2024/04,5871,中租-KY,171,2.03,"29,414",0.01,0.2907,KYG202881093
2024/04,M1300,塑膠工業,,5.45,"78,877",,1.1105,
2024/04,M2300,電子工業,,58.28,"842,779",,-0.9679,
2024/04,M2800,金融業(合計),,9.09,"131,429",,1.279,
2024/04,M9900,其他,,2.03,"29,414",,3.506,
2024/04,MTSE,國內上市,,74.85,"1,082,499",,0.5034,
2024/04,TT99,基金總規模,,,"1,446,193",,,
2024/03,1102,亞泥,299,0.84,"12,361",0.01,2.1014,TW0001102002
2024/03,1229,聯華,124,0.57,"8,388",0.01,3.6641,TW0001229003
2024/03,1301,台塑,619,2.9,"42,673",0.01,-3.9052,TW0001301000
2024/03,1303,南亞,641,2.44,"35,905",0.01,-6.1978,TW0001303006
2024/03,1476,儒鴻,22,0.81,"11,919",0.01,2.4071,TW0001476000
2024/03,1590,亞德客-KY,16,1.2,"17,658",0.01,-7.438,KYG014081064
2024/03,2049,上銀,35,0.65,"9,565",0.01,14.7916,TW0002049004
2024/03,2308,台達電,247,5.72,"84,170",0.01,15.7894,TW0002308004
2024/03,2327,國巨,45,1.81,"26,634",0.01,5.9139,TW0002327004
2024/03,2330,台積電,601,31.8,"467,936",0,13.4159,TW0002330008
2024/03,2379,瑞昱,55,2.11,"31,049",0.01,-1.5817,TW0002379005
2024/03,2395,研華,56,1.54,"22,661",0.01,3.5895,TW0002395001
2024/03,2408,南亞科,139,0.64,"9,418",0,0.5945,TW0002408002
2024/03,2412,中華電,592,5.07,"74,605",0.01,4.5643,TW0002412004
2024/03,2454,聯發科,176,14.29,"210,277",0.01,4.8246,TW0002454006
2024/03,2474,可成,77,1.15,"16,922",0.01,11.1676,TW0002474004
2024/03,2881,富邦金,"1,085",5.14,"75,635",0.01,2.5,TW0002881000
2024/03,2882,國泰金,"1,119",3.7,"54,445",0.01,7.9909,TW0002882008
2024/03,3008,大立光,11,1.85,"27,223",0.01,-4.041,TW0003008009
2024/03,3034,聯詠,66,2.72,"40,025",0.01,0.4991,TW0003034005
2024/03,3533,嘉澤,10,0.91,"13,391",0.01,36.5853,TW0003533006
2024/03,3661,世芯-KY,8,1.85,"27,223",0.01,-19.3237,KYG022421088
2024/03,4904,遠傳,256,1.42,"20,895",0.01,3.5577,TW0004904008
2024/03,4958,臻鼎-KY,74,0.63,"9,270",0.01,24.3782,KYG989221000
2024/03,5269,祥碩,4,0.66,"9,712",0.01,1.6985,TW0005269005
2024/03,5871,中租-KY,170,1.99,"29,283",0.01,-1.4328,KYG202881093
2024/03,5876,上海商銀,514,1.69,"24,868",0.01,7.4444,TW0005876007
2024/03,6409,旭隼,8,0.92,"13,538",0.01,2.1804,TW0006409006
2024/03,6415,矽力*-KY,38,0.85,"12,508",0.01,-20.8715,KYG8190F1028
2024/03,9941,裕融,36,0.36,"5,297",0.01,-11.4804,TW0009941005
2024/03,M1100,水泥工業,,0.84,"12,361",,1.1053,
2024/03,M1200,食品工業,,0.57,"8,388",,1.8505,
